,actual,author,birthdate,date,doc_id,enumcron,final_genre,firstpub,gender,genretags,imprint,locnum,nationality,oclc,predicted,recordid,subjects,title,zscore
711,1790,"Radcliffe, Ann Ward,",1764,1792,nyp.33433074955109,v. 1,gothic,1790,f,teamred | pbgothic | stew,London;T. ,,uk,23642675,1792.150484,2104589,,A Sicilian romance,0.089739717
786,1803,Anonymous0,,1803,uc1.b250120,v.3,non_genre,1803,,teamblack | random,London;J. Johnson;1803.,,,13258977,1805.115541,6502422,,Letters of Miss Riversdale,0.087435651
722,1915,"Ostrander, Isabel,",1883,1915,nyp.33433075749287,,crime,1915,f,teamred | det100 | stew,New York;W,PZ3.O85A,us,9825754,1917.111267,8666794,,At one-thirty,0.08715382
540,1914,"Bramah, Ernest,",1868,1914,mdp.39015000613680,,crime,1914,m,det100 | teamblack,London;Met,PZ3.S64657Mac,uk,9344265,1916.08504,1185912,,Max Carrados,0.085424519
625,1816,"Lewis, Alethea,",1749,1816,njp.32101038161780,vol.3,non_genre,1816,f,teamblack | random,London;Pri,,uk,4551747,1818.060383,8722917,,Rhoda,0.083798701
106,1933,"Hilton, James,",1900,1933,11046,,scifi,1933,m,chiutopia | chifantasy | teamblack,New York W,,uk,,1934.907874,,Buddhist m,Lost horizon,0.073742635
69,1946,"Busch, Niven,",1903,1946,10803,,non_genre,1946,m,chirandom | teamblack,New York; ,,us,,1947.824049,,San Franci,Day of the conquerors,0.068215442
347,1977,"Dick, Philip K,",1928,1977,21412,,scifi,1977,m,teamblack | chiscifi,Garden Cit,,us,,1978.822799,,Science fi,A scanner darkly,0.068133051
129,1928,"Knox, Ronald Arbuthnott,",1888,1928,11234,,crime,1928,m,chirandom | teamred | det100,London Met,,uk,,1929.793304,,,The footsteps at the lock,0.066188228
118,1923,"Phillpotts, Eden,",1862,1923,11114,,crime,1923,m,det100 | teamblack,London: Hu,,uk,,1924.784359,,,The red Redmaynes,0.065598408
631,1791,"Combe, William,",1742,1791,njp.32101066479765,v.1-2,non_genre,1791,m,teamblack | random,London;Pri,,uk,654829907,1792.767943,8929179,,The devil upon two sticks,0.064515965
557,1896,"Post, Melville Davisson,",1869,1896,mdp.39015011950766,,crime,1896,us,teamred | det100,New York [,PZ3.P844St,us,26231984,1897.766635,205913,,The strange schemes of Ra,0.064429752
366,1978,"Sanchez, Thomas,",1943,1978,21569,,crime,1978,m,teamblack | chimyst,New York E,,us,,1979.735518,,Los Angele,Zoot-suit murders,0.062377984
941,1914,"Cullum, Ridgwell,",1867,1914,uva.x000315604,,non_genre,1914,m,teamred | random,New York;A,,uk,4839114,1915.685725,7656595,,The way of the strong;,0.059094775
857,1888,"Gibbon, Charles,",1843,1888,uc2.ark+=13960=t4cn73z09,v.2,crime,1888,m,teamblack | locdetmyst | stew,London;Sam,,,13324493,1889.654941,7688203,Fiction;De,Beyond compare,0.057064955
881,1850,"Arthur, T. S.",1809,1850,uc2.ark+=13960=t8df6mw4h,,non_genre,1850,m,teamblack | random,Philadelph,,us,2914131,1851.559215,7651549,,Tales of domestic life,0.050753053
904,1820,"Opie, Amelia Alderson,",1769,1820,uiuo.ark+=13960=t1rf6b61z,v.2,non_genre,1820,f,teamblack | random,London;Lon,,uk,4903083,1821.541967,8723671,,Tales of the heart,0.049615737
739,1919,"Ostrander, Isabel,",1883,1919,nyp.33433076054620,,crime,1919,f,teamred | det100,New York;W,PS3529.S68T78 1919,us,4412484,1920.44295,8659658,,The twenty-six clues,0.043086829
908,1850,"Reynolds, George W. M.",1814,1850,uiuo.ark+=13960=t2j683k08,v.3-4,gothic,1850,m,teamblack | pbgothic,London;J. ,PZ3.R336My 2,uk,4420260,1851.40789,7585723,,The mysteries of the cour,0.040775107
1,1928,"Burroughs, Edgar Rice,",1875,1928,10053,,scifi,1928,m,teamblack | chiscifi,New York G,,us,,1929.369195,,Science fi,The master mind of Mars,0.038223602
898,1801,"Moore, George,",1852,1801,uiuo.ark+=13960=t0ns19n7m,v.2,gothic,1801,m,teamblack | stangothic,"London;Printed for G.G. and J. Robinson, by R. Noble;1801.",,uk,6936332,1802.351056,8720059,,Grasville Abbey,0.037027587
706,1803,"Cuthbertson, Catherine.",1780,1803,nyp.33433074951611,v. 3,gothic,1803,f,teamblack | stangothic,London;Printed for G. and J. Robinson;1803.,,uk,6715920,1804.335483,8690976,English fiction,Romance of the Pyrenees,0.036000778
593,1920,"Stevenson, Burton Egbert,",1872,1921,mdp.39015063960556,,crime,1920,m,det100 | teamblack,New York;D,,us,48101478,1921.259753,249234,,The gloved hand;,0.031007297
648,1844,"Reynolds, George W. M.",1814,1845,njp.32101075374379,v.1,gothic,1844,m,teamred | pbgothic | stew,London;G. ,PR5221.R35M88 1845,uk,15496734,1845.228295,9026153,,The mysteries of London,0.028933074
84,1939,"Chandler, Raymond,",1888,1948,10889,,crime,1939,m,hardboiled | det100 | teamblack | chimyst,London Pen,,us,,1940.17781,,Los Angele,The big sleep,0.02560421
83,1948,"Brown, Fredric,",1906,1948,10883,,crime,1948,m,teamred | chimyst,New York E,,us,,1949.171484,,Chicago (I,The dead ringer,0.025187137
854,1903,"Doyle, Arthur Conan,",1859,1905,uc2.ark+=13960=t45q4tp5h,,crime,1903,m,teamblack | locdetmyst,New York;M,,other,8153985,1904.147115,6871797,Private in,The return of Sherlock Ho,0.023580304
66,1945,"Halliday, Brett,",,1945,10774,,crime,1945,m,teamred | chimyst,New York D,,us,,1946.145847,,"Shayne, Mi",Murder is my business,0.023496647
647,1790,"LavallÃ©e, Joseph,",1747,1790,njp.32101074629542,vol.1,non_genre,1790,m,teamblack | random,London;Pri,,fr,43079743,1791.1123,9023042,,The negro equalled by few,0.02128468
721,1909,"Serviss, Garrett Putman,",1851,1911,nyp.33433075746895,,scifi,1909,m,teamblack | anatscifi | locscifi,New York;L,PS3537.E69C64 1911,us,2160312,1910.005894,8667440,Science fi,A Columbus of space,0.01426856
103,1927,"Woolf, Virginia,",1882,1927,11030,,non_genre,1927,f,chirandom | teamblack,"New York Harcourt, Brace & Co. 1927",,uk,,1928.002816,1192,"Skye, Island of (Scotland);",To the lighthouse,0.014065594
121,1925,"Christie, Agatha,",1890,1925,11141,,crime,1925,f,chirandom | det100 | teamblack, Bodley 19,,uk,,1925.965738,,,Poirot investigates,0.011620789
71,1946,"Fair, A. A.",1889,1946,10814,,crime,1946,m,teamred | det100 | chimyst,New York W,,us,,1946.964844,,Mystery fi,Crows can't count,0.011561799
215,1954,"Del Rey, Lester,",1915,1954,20133,,scifi,1954,m,teamblack | chiscifi,Philadelph,,us,,1954.955616,,Science fi,Step to the stars,0.010953381
75,1946,"Van Vogt, A. E. 1912-  (A",,1946,10832,,scifi,1946,,teamblack | chiscifi | stew,New York D,,us,,1946.950858,,Science fi,Slan,0.010639612
784,1898,Anonymous1,,1898,uc1.b249346,,crime,1898,,teamred | locdetmyst,New York;J,,,13864836,1898.947284,6501962,Detective ,"Seth Bond, or, A lost tre",0.010403984
91,1949,"Palmer, Stuart,",1905,1949,10954,,crime,1949,m,chirandom | teamblack | chimyst,New York M,,us,,1949.932189,,Women teac,Four lost ladies,0.009408624
793,1832,"Spindler, Carl,",1796,1832,uc1.b316144,v.1,non_genre,1832,m,teamblack | random,London;E. ,,ge,21013899,1832.911779,6543844,,The Jew,0.008062867
916,1868,"Capes, J. M.",1813,1868,uiuo.ark+=13960=t48p6974b,v.2,non_genre,1868,m,teamblack | random,London;R. ,,uk,21073483,1868.876076,8721688,823C1712M,The mosaic-worker's daugh,0.005708696
899,1828,"Gaspey, Thomas,",1788,1828,uiuo.ark+=13960=t15m6kw75,v.2,crime,1828,m,newgate | teamblack,London;H. ,,uk,13323862,1828.863785,8720331,,History of George Godfrey,0.004898252
869,1913,"Daviess, Maria Thompson.",1872,1913,uc2.ark+=13960=t5x63bm4w,,non_genre,1913,f,teamblack | random,New York;T,PZ3.D29Ti,us,4694442,1913.839942,7647157,,The tinder-box,0.003326131
415,1986,"Friedman, Kinky,",1944,1986,22499,,crime,1986,m,teamblack | chimyst,New York B,,us,,1986.788012,,Humorous f,Greenwich killing time,-9.80E-05
871,1871,"Farjeon, B. L.",1838,1871,uc2.ark+=13960=t6251m863,v.2,non_genre,1871,m,teamblack | random,London;Tin,PZ3.F229Jo,uk,14248675,1871.777635,7687349,,Joshua Marvel,-0.00078223
541,1912,"London, Jack,",1876,1915,mdp.39015001553547,,scifi,1912,m,teamblack | anatscifi | stew,New York;T,PZ3.L846Sc,us,1161842,1912.727848,630442,,The scarlet plague,-0.004065012
856,1887,"Fawcett, Edgar,",1847,1888,uc2.ark+=13960=t4bn9zk9h,,non_genre,1887,m,teamred | random,Boston;Tic,PZ3.F281O,us,5067437,1887.724964,7657447,,Olivia Delaplaine,-0.004255185
374,1979,"King, Stephen,",1947,1979,21631,,multi,1979,m,teamblack | chihorror | chiscifi | stew,New York V,,us,,1979.692773,,Science fi,The dead zone,-0.006377772
197,1951,"Davis, Dorothy Salisbury,",1916,1951,20008,,crime,1951,f,teamblack | chimyst,New York C,,us,,1951.677602,,1951;Myste,A gentle murderer,-0.007378127
334,1975,"Silverberg, Robert,",1935,1975,21286,,scifi,1975,m,teamblack | chiscifi | stew,New York H,,us,,1975.664674,,Science fi,The stochastic man,-0.008230541
312,1971,"Hjortsberg, William,",1941,1971,20961,,scifi,1971,m,teamred | chiscifi,New York S,,us,,1971.633651,,Science fi,Gray matters,-0.010276152
511,1786,"Bennett, Anna Maria,",,1786,dul1.ark+=13960=t3vt2js1t,v.1,non_genre,1786,f,teamred | random,Dublin;Whi,,uk,13274424,1786.62469,10942285,Publisher;,"Anna; or, Memoirs of a Welch Heiress",-0.010866967
266,1965,"Friedman, Sanford,",1928,1965,20632,,non_genre,1965,m,chirandom | teamblack,New York E,,us,,1965.56918,,Bildungsro,Totempole,-0.014527196
309,1971,"Blatty, William Peter",1928,1971,20936,,gothic,1971,m,teamblack | pbgothic,New York: ,,us,,1971.521995,,Exorcism;D,The exorcist,-0.017638443
186,1949,"Christie, Agatha,",1890,1949,11877,,crime,1949,f,chirandom | teamred | chimyst, Leicester,,uk,,1949.516201,,Murder;Lar,Crooked house,-0.018020448
19,1928,"Esteven, John,",1888,1928,10286,,crime,1928,m,teamblack | chimyst,New York; ,,us,,1928.488012,,Mystery fi,The door of death,-0.019879153
178,1943,"Wentworth, Patricia,",1878,1943,11736,,crime,1943,f,chirandom | teamred | chimyst,New York; ,,uk,,1943.449874,,"Silver, Ma",Miss Silver deals with de,-0.022393894
556,1909,"Post, Melville Davisson,",1869,1923,mdp.39015011950758,,crime,1909,m,det100 | teamblack,New York;L,,us,7041750,1909.389659,205906,,"Randolph Mason, corrector",-0.026364323
691,1897,"Morrison, Arthur,",1863,1897,nyp.33433074915269,,crime,1897,m,teamred | det100 | stew,London;War,,uk,37287421,1897.350241,8669776,English fi,The Dorrington deed-box,-0.028963413
689,1788,"Smith, Charlotte,",1749,1788,nyp.33433074911532,v. 4,gothic,1788,f,teamblack | pbgothic | stew,London;T. ,PR3688.S4E55,uk,7085107,1788.329032,1022801,,Emmeline,-0.030361855
929,1803,"Walker, George,",1772,1803,uiuo.ark+=13960=t8w95tz11,v.2,gothic,1803,m,teamred | stangothic,"London;Printed for G. Walker, and T. Hurst, by Exton;1803.",PR5708.W57D6,uk,7121292,1803.307329,8719363,823W15D,Don Raphael,-0.031792909
80,1947,"Myers, John Myers,",1906,1947,10862,,non_genre,1947,m,chirandom | teamred,New York E,,us,,1947.305873,,,The wild Yazoo,-0.031888942
874,1909,"Ayscough, John,",1858,1909,uc2.ark+=13960=t7hq41f5s,,non_genre,1909,m,teamblack | random,Bristol;J.,PR6003.I3R66 1909,uk,43830225,1909.240537,7914996,,A Roman tragedy and other,-0.036196996
776,1905,"Dunsany, Edward John More",1878,1911,uc1.32106001980371,,gothic,1905,m,teamblack | pbgothic | stew,London;The,PR6007.U6G7 1911,ir,3692943,1905.061176,1692458,,The gods of PegÄÅna,-0.048023589
298,1969,"Macdonald, Ross,",1915,1969,20833,,crime,1969,m,teamred | chimyst,New York A,,us,,1969.034588,,"Archer, Le",The goodbye look,-0.049776695
151,1933,"Oppenheim, E. Phillips,",1866,1933,11404,,crime,1933,m,teamred | chimyst,Boston Lit,,uk,,1933.017286,,Monaco -- ,Murder at Monte Carlo,-0.050917587
112,1950,"Lessing, Doris,",1919,1950,11098,,crime,1950,f,chirandom | teamred | chimyst | stew,New York C,,uk,,1949.989207,,Murder;Mys,The grass is singing,-0.052769032
392,1982,"Bishop, Michael,",1945,1982,21929,,scifi,1982,m,teamblack | chiscifi,New York T,,us,,1981.839738,,Science fi,No enemy but time,-0.062624607
436,1988,"Grissom, Ken,",1945,1988,22894,,crime,1988,m,chirandom | teamblack | chimyst | stew,New York S,,us,,1987.805776,,United Sta,Drop-off,-0.06486396
228,1956,"Heinlein, Robert A.",1907,1956,20233,,scifi,1956,m,chirandom | teamred | chiscifi,Garden Cit,,us,,1955.779316,,Science fi,Double star,-0.066608679
241,1959,"Stout, Rex,",1886,1959,20393,,crime,1959,m,teamred | chimyst,New York V,,us,,1958.768813,,Large type,Plot it yourself,-0.067301179
90,1949,"Myers, John Myers,",1906,1949,10951,,non_genre,1949,m,teamred | chifantasy,New York E,,us,,1948.713903,,Fantasy fi,Silverlock,-0.070921803
329,1973,"Vonnegut, Kurt,",1922,1973,21147,,scifi,1973,m,teamred | chiscifi,New York D,,us,,1972.696823,,Science fi,Breakfast of Champions,-0.072048037
463,1920,"London, Jack,",1876,1920,4459,,non_genre,1920,m,chifantasy | teamblack,New York M,,us,,1919.693941,,Fantasy fi,Hearts of three,-0.072238027
64,1944,"Walker, Mildred",1905,1944,10761,,non_genre,1944,f,chirandom | teamred,New York: ,,us,,1943.692914,,Farm life ,Winter wheat,-0.072305782
21,1928,"Wells, Carolyn,",-194,1928,10298,,crime,1928,f,teamblack | chimyst | stew,Garden Cit,,us,,1927.684859,,Mystery fi,Deep-Lake mystery,-0.072836909
282,1966,"Schmitz, James H.",1911,1966,20712,,scifi,1966,m,teamred | chiscifi,Philadelph,,us,,1965.673975,,Science fi,The witches of Karres,-0.073554563
134,1929,"Wallace, Edgar,",1875,1929,11277,,crime,1929,m,chirandom | teamblack | chimyst | stew,London W. ,,uk,,1928.608669,,,The lone house mystery,-0.077860667
117,1923,"Oppenheim, E. Phillips,",1866,1923,11113,,crime,1923,m,teamred | chimyst,Boston Lit,,uk,,1922.606936,,"Sayers, Mi",Michael's evil deeds,-0.077974938
584,1881,"Sidney, Margaret,",1844,1881,mdp.39015062658789,,non_genre,1881,f,teamblack | random,"Boston, Ma",,us,180945282,1880.59278,7430893,,Five little Peppers and h,-0.078908318
847,1832,"Hall, Anna Maria",1800,1832,uc2.ark+=13960=t3hx1bd9t,v.2,crime,1832,f,teamred | locdetmyst | stew,London;R. ,,uk,14250735,1831.574669,7688518,Criminals;,The buccaneer,-0.080102527
319,1973,"Berryman, John,",1914,1973,21079,,non_genre,1973,m,chirandom | teamred,New York F,,us,,1972.571175,,Psychologi,Recovery,-0.080332892
668,1915,"Bianchi, Martha Dickinson",1866,1915,nyp.33433074841895,,non_genre,1915,f,teamred | random,New York;D,PZ3.B4699K,us,7481117,1914.539082,8657475,,The Kiss of Apollo,-0.082449058
369,1978,"Wilcox, Collin,",1924,1978,21589,,crime,1978,m,teamred | chimyst | stew,New York R,,us,,1977.537126,,"Hastings, ",The watcher,-0.082577981
606,1915,"Seaman, Augusta Huiell,",1879,1915,mdp.39076002286230,,crime,1915,f,teamblack | locdetmyst | juvenile | drop,New York;C,,us,10413912,1914.528628,9926708,Abandoned ,The boarded-up house,-0.083138313
222,1955,"Crane, Frances,",1890,1955,20176,,crime,1955,f,teamred | chimyst,New York R,,us,,1954.518101,,Mystery fi,Death in lilac time,-0.083832477
820,1887,"Doyle, Arthur Conan,",1859,1914,uc1.b4107807,(copy 1),crime,1887,m,det100 | teamblack,New York;P,,uk,4827090,1886.516352,6156982,,A study in scarlet,-0.083947781
621,1874,"Pinkerton, Allan,",1819,1874,njp.32101031806142,,crime,1874,m,teamred | locdetective,Chicago;W.,,us,385323,1873.414584,1744766,Detectives,The expressman and the de,-0.090658089
645,1868,"Alcott, Louisa May,",1832,1868,njp.32101068580768,,non_genre,1868,f,teamblack | random,Boston;Lor,,us,17281843,1867.412547,8972722,Young men;,Kitty's class day ;,-0.09079238
432,1987,"Swift, Edward,",1943,1987,22787,,non_genre,1987,m,chirandom | teamred,New York D,,us,,1986.400833,,Big Thicke,A place with promise,-0.091564816
822,1888,"Gibbon, Charles,",1843,1888,uc2.ark+=13960=t0cv4hf87,v.3,crime,1888,m,teamblack | locdetmyst,London;Sam,,,13324493,1887.383457,7688203,Fiction;De,Beyond compare,-0.092710549
333,1974,"Stark, Richard,",1933,1974,21221,,crime,1974,m,chirandom | teamblack | crime,New York R,,us,,1973.359021,,Criminals;,Butcher's moon,-0.094321789
692,1809,"More, Hannah,",1745,1809,nyp.33433074915970,v. 2,non_genre,1809,f,teamred | random,New York;published by T. and J. Swords [printed by M'Farlane & Long].;1809..,,uk,36723572,1808.350706,8667884,English fiction,CÅ“lebs in search of a wife,-0.094870042
670,1904,"Harris-Burland, J. B.",1870,1904,nyp.33433074850870,,scifi,1904,m,teamred | locscifi,Boston;Lit,PZ3.H2443Pr2,uk,13659278,1903.341872,8664795,Science fi,The Princess Thora,-0.095452524
903,1875,"Mason, Charles Welsh.",1831,1875,uiuo.ark+=13960=t1qf99m3q,v.3,non_genre,1875,m,teamblack | random,London;Sam,,uk,56485321,1874.262894,8722670,,"The rape of the gamp; or,",-0.100660145
123,1925,"Phillpotts, Eden,",1862,1925,11156,,crime,1925,m,chirandom | det100 | teamblack | stew,London Hut,,uk,,1924.213372,,,A voice from the dark,-0.103925485
950,1888,"Green, Anna Katharine,",1846,1906,uva.x001307832,,crime,1888,f,teamred | det100 | stew,New York;G,,us,21309411,1887.208245,9782975,,Behind closed doors,-0.104263522
338,1976,"Jenkins, Dan,",1929,1976,21330,,non_genre,1976,m,chirandom | teamred,New York Atheneum 1976,,us,,1975.176124,279,Humorous fiction;Television broadcasting,Limo,-0.10638148
596,1889,"Twain, Mark,",1835,1896,mdp.39015066036578,,scifi,1889,m,teamblack | anatscifi | stew,New York;H,,us,9451665,1888.11877,664119,,A Connecticut Yankee in K,-0.110163262
892,1874,"Pinkerton, Allan,",1819,1874,uc2.ark+=13960=t9t14vb5t,,crime,1874,m,teamred | locdetective,Chicago;W.,,us,385323,1873.102824,1744766,Detectives,The expressman and the de,-0.111214686
158,1936,"Innes, Michael,",1906,1936,11499,,crime,1936,m,chirandom | teamred | chimyst | stew,London Vic,,uk,,1935.094193,,,Death at the president's ,-0.111783794
326,1973,"Platt, Kin,",1911,1973,21127,,crime,1973,m,teamblack | chimyst,New York R,,us,,1972.061636,,Mystery fi,The Princess Stakes murde,-0.113930502
375,1979,"Schulman, J. Neil 1953-  ",,1979,21670,,scifi,1979,m,teamblack | chiscifi,New York C,,us,,1978.009453,,Science fi,Alongside night,-0.117371329
135,1930,"Berkeley, Anthony,",1893,1930,11285,,crime,1930,m,teamblack | chimyst,Garden Cit,,uk,,1928.973712,,England --,The Piccadilly murder,-0.11972797
848,1911,"Pearson, Edmund Lester,",1880,1911,uc2.ark+=13960=t3pv6dr2h,,non_genre,1911,m,teamblack | random,Boston;Sma,Z682.5.P31,us,1484027,1909.879502,6497282,Anecdotes;,The librarian at play,-0.125939945
723,1888,"Farjeon, B. L.",1838,1888,nyp.33433075761720,v. 3,non_genre,1888,m,teamblack | random,London;War,,uk,37236515,1886.865193,558285,,Miser Farebrother,-0.126883466
768,1911,"Johnston, Mary,",1870,1911,uc1.$b807274,,non_genre,1911,f,teamblack | random,Boston;New,PS2142.L6 1911,us,30612223,1909.858964,7939341,"Civil War,",The long roll,-0.127294149
489,1927,"Lovecraft, H. P.",1890,1927,LovecraftCharlesDexter1927,,gothic,1927,m,teamblack | pbgothic,,,us,,1925.792957,,,The Case of Charles Dexter Ward,-0.131646467
475,1922,"Hough, Emerson,",1857,1922,4690,,non_genre,1922,m,chirandom | teamred,New York H,,us,,1920.71816,,Missouri R,The young Alaskans on the,-0.136578383
659,1791,"Radcliffe, Ann Ward,",1764,1795,nnc1.cu58506756,,gothic,1791,f,teamblack | pbgothic | stew,Philadelph,,uk,9590696,1789.688999,8434485,,The romance of the forest,-0.138501182
53,1941,"Merritt, Abraham,",1884,1941,10645,,scifi,1941,m,teamred | chiscifi | stew,New York; ,,us,,1939.646975,,Science fi,The metal monster,-0.141272153
445,1989,"Jeter, K. W,",1950,1989,23117,,scifi,1989,m,teamred | chiscifi,New York S,,us,,1987.630152,,Science fi,Farewell horizontal,-0.142381422
896,1818,"Austen, Jane,",1775,1818,uiuo.ark+=13960=t09w14g77,v. 1,gothic,1818,f,teamblack | lochorror,London;Joh,PR4034.N7 1818,uk,2026857,1816.498567,8721875,Rejection ,Northanger Abbey,-0.151057778
830,1886,"LemaÃ®tre, Jules,",1853,1920,uc2.ark+=13960=t1dj5cf2j,,non_genre,1886,m,teamred | random,London;Elk,,fr,18822991,1884.495824,7694490,,Serenus and other stories,-0.151238596
747,1916,"Sherwood, Margaret Polloc",1889,1916,nyp.33433076081649,,non_genre,1916,f,teamblack | random,Boston;Lit,PZ3.S5545W,us,1461667,1914.49317,8661586,,The worn doorstep,-0.151413612
217,1954,"Heinlein, Robert A.",,1954,20139,,scifi,1954,m,teamblack | chiscifi | stew,New York; ,,us,,1952.471223,,Science fi,The star beast,-0.152860722
200,1951,"Spillane, Mickey,",1918,1951,20032,,crime,1951,m,hardboiled | chimyst | teamred,New York E,,us,,1949.370577,,"Hammer, Mi",The big kill,-0.15949709
617,1813,"Roche, Regina Maria,",1763,1813,njp.32101013133523,v.1,gothic,1813,f,teamred | stangothic,"London;Printed at the Minerva Press, for A. K. Newman and Co.;1813.",,uk,7031984,1811.276383,8883560,,The monastery of St. Columb;,-0.165707957
140,1930,"Williams, Charles,",1886,1930,11311,,non_genre,1930,m,chifantasy | teamblack,London Vic,,uk,,1928.259628,,Good and e,War in heaven,-0.166812723
509,1880,"Greg, Percy,",1836,1880,dul1.ark+=13960=t3dz0xh78,v.1,scifi,1880,m,teamblack | anatscifi | locscifi,London;TrÃ_,PZ3.G8616A,uk,12767085,1878.254407,6678144,Science fi,Across the zodiac,-0.167157011
701,1827,"Lytton, Edward Bulwer Lyt",1803,1830,nyp.33433074937610,,gothic,1827,m,teamblack | pbgothic | stew,New York;J,,uk,223417,1825.162466,8664083,,Falkland,-0.173219328
400,1983,"May, Julian,",1931,1983,22103,,scifi,1983,f,teamblack | chiscifi,Boston Hou,,us,,1981.086258,,Science fi,The nonborn king,-0.178244255
267,1965,"MacDonald, John D.",1916,1965,20642,,crime,1965,m,chirandom | teamred | chimyst, Greenwich,,us,,1963.069489,,Florida --,A deadly shade of gold,-0.179349979
379,1980,"Herzog, Arthur,",1927,1980,21734,,non_genre,1980,m,chirandom | teamred,New York R,,us,,1978.040775,,Suspense f,Aries rising,-0.181243321
152,1933,"White, Ethel Lina,",1876,1933,11416,,crime,1933,f,chirandom | teamred | chimyst,New York H,,uk,,1931.032265,,,Put out the light,-0.181804455
382,1981,"Harris, Thomas",1940,1981,21845,,multi,1981,m,chimyst | pbgothic | teamred,New York: ,,us,,1979.025703,,Government,Red dragon,-0.182237119
674,1848,"Kavanagh, Julia,",1824,1859,nyp.33433074863782,,non_genre,1848,f,teamblack | random,New York;D,,ir,37257042,1845.996035,8669084,,Madeleine,-0.184193316
24,1929,"Kline, Otis Adelbert,",1891,1929,10310,,scifi,1929,m,teamblack | chiscifi | stew,Chicago A.,,us,,1926.990474,,Science fi,The planet of peril,-0.184560017
901,1803,"Cuthbertson, Catherine.",1780,1807,uiuo.ark+=13960=t1gh9v49g,v.4,gothic,1803,f,teamblack | stangothic | stew,London;G. Robinson;1807.,,uk,11893100,1800.977707,8722972,,Romance of the Pyrenees,-0.185401848
439,1988,"Rosenberg, Joel,",1954,1988,22960,,scifi,1988,m,teamred | chifantasy | chiscifi,New York N,,us,,1985.889667,,Science fi,Not for glory,-0.191206973
17,1927,"Hill, Grace Livingston,",1865,1927,10270,,non_genre,1927,f,chirandom | teamblack,New York G,,us,,1924.815334,,Religious ,Job's niece,-0.196108257
920,1810,"Cuthbertson, Catherine.",1780,1810,uiuo.ark+=13960=t6251zn27,v.3,gothic,1810,f,teamblack | stangothic,London;Printed for George Robinson;1810.,,uk,6715887,1807.804486,8719830,,Forest of Montalbano,-0.196823546
730,1893,"Flammarion, Camille,",1842,1894,nyp.33433075827018,,scifi,1893,m,teamblack | anatscifi,New York;C,PZ3.F612O,fr,2231489,1890.798784,6708866,,Omega: the last days of t,-0.197199526
687,1896,"Merrick, Leonard,",1864,1913,nyp.33433074897426,,non_genre,1896,m,teamred | random,New York;L,PZ3.M525T4,uk,4545642,1893.774541,158356,,This stage of fools,-0.198798078
933,1859,"Chorley, Henry Fothergill",1808,1859,uiuo.ark+=13960=t9c53x809,v.1,non_genre,1859,m,teamred | random,London;Jam,,uk,4334467,1856.63748,8722958,,Roccabella,-0.207835511
354,1977,"Saul, John,",1942,1977,21470,,gothic,1977,m,teamred | chihorror,New York D,,us,,1974.531674,,Children;P,Suffer the children,-0.214812016
184,1947,"Robins, Denise,",1897,1947,11836,,non_genre,1947,f,chirandom | teamred, Leicester,,uk,,1944.512343,,Large type,More than love,-0.216086709
582,1886,"Stevenson, Robert Louis,",1850,1903,mdp.39015059642994,,multi,1886,m,teamred | pbgothic | anatscifi | stew,New York;C,,uk,4470724,1883.509554,123543,,Strange case of Dr. Jekyl,-0.216270607
434,1988,"Anthony, Piers,",1934,1988,22817,,non_genre,1988,m,chifantasy | teamblack,New York A,,us,,1985.390605,,Fantasy fi,Heaven cent,-0.224113743
449,1989,"Shatner, William,",1931,1989,23191,,multi,1989,m,teamred | chimyst | chiscifi,New York P,,us,,1986.31509,,Science fi,TekWar,-0.229093022
503,1912,"Doyle, Arthur Conan,",1859,1912,coo.31924051019580,,scifi,1912,m,teamred | anatscifi | stew,"New York, ",,uk,8518122,1909.269078,11405226,,The lost world,-0.232126883
317,1972,"Levin, Ira,",1929,1972,21035,,multi,1972,m,teamblack | chihorror | chiscifi,New York R,,us,,1969.262418,,Married wo,The Stepford wives,-0.232566084
527,1803,"Lee, Harriet,",1757,1803,hvd.hwkdax,v.1,non_genre,1803,f,teamred | random,"London;Printed for G. and J. Robinson;1804, 1803.",,uk,83645615,1800.260297,9708812,,Canterbury tales,-0.232705925
137,1930,"Oppenheim, E. Phillips,",1866,1930,11300,,crime,1930,m,teamred | chimyst | stew,Boston Lit,,uk,,1927.259175,,London (En,The million pound deposit,-0.232779918
927,1803,"Cuthbertson, Catherine.",1780,1803,uiuo.ark+=13960=t8nc69j1b,v.3,gothic,1803,f,teamblack | stangothic,London;Printed for G. and J. Robinson;1803.,,uk,6715920,1800.159399,8690976,English fiction,Romance of the Pyrenees,-0.239358846
628,1886,"Hume, Fergus,",1859,1900,njp.32101063580268,,crime,1886,m,teamred | det100,London;Jar,,uk,17653915,1883.158083,8916598,,The mystery of a hansom c,-0.239445636
191,1950,"Crispin, Edmund,",1921,1950,11907,,crime,1950,m,teamblack | chimyst,London V. ,,uk,,1947.125236,,"Fen, Gerva",Frequent hearses,-0.241611431
367,1978,"Strieber, Whitley",1945,1978,21578,,gothic,1978,m,teamred | pbgothic,New York: ,,us,,1975.1227,,Werewolves,The wolfen,-0.241778672
885,1876,"Russell, William Clark,",1844,1898,uc2.ark+=13960=t9474d81g,,crime,1876,m,det100 | teamblack | stew,London;Cha,,uk,13352223,1873.066599,7692227,,Is he the man?,-0.245477846
