index,author,viaf_author_uri,title,date,gutenberg_id,genre,source,wc1,wc2,underwood_id,underwood_filename
394,"Cooper, James Fenimore",http://viaf.org/viaf/27062769,The bravo : a tale (Vol. 1/2),1831,,fic,19b,73057,68041,CoopJBT,CoopJBT.txt
395,"Ferrier, Susan Edmonstone",http://viaf.org/viaf/64052998,"Destiny; or, The chief's daughter (Vol. 1/3)",1831,,fic,19b,59334,53594,FerrSDO,FerrSDO.txt
396,"Cooper, James Fenimore",http://viaf.org/viaf/27062769,The bravo : a tale (Vol. 2/2),1831,,fic,19b,70900,65950,CoopJBT2,CoopJBT2.txt
397,"De Quincey, Thomas",http://viaf.org/viaf/14768427,Klosterheim; or The Masque,1832,,fic,19b,57078,52209,DequTKM,DequTKM.txt
398,"Lytton, Edward Bulwer Lytton",http://viaf.org/viaf/99871326,Eugene Aram,1832,,fic,19b,156173,151598,LyttEEA,nofile
399,"Ainsworth, William Harrison",http://viaf.org/viaf/46894596,Rookwood (Vol. 2/3),1834,,fic,19b,58533,53490,AinsWRR2,AinsWRR2.txt
400,"Lytton, Edward Bulwer Lytton, Baron",http://viaf.org/viaf/99871326,The last days of Pompeii (Vol. 1/3),1834,,fic,19b,62341,57381,LyttELD,LyttELD.txt
401,"Ainsworth, William Harrison",http://viaf.org/viaf/46894596,Rookwood (Vol. 3/3),1834,,fic,19b,78371,72290,AinsWRR3,AinsWRR3.txt
402,"Lytton, Edward Bulwer Lytton, Baron",http://viaf.org/viaf/99871326,The last days of Pompeii (Vol. 2/3),1834,,fic,19b,53116,48807,LyttELD2,LyttELD2.txt
403,"Marryat, Frederick",http://viaf.org/viaf/39380934,Peter Simple,1834,,fic,ncf,192793,190100,MarrFPS,nofile
404,"Southey, Robert",http://viaf.org/viaf/61576896,"The doctor, &c (Vol. 1/2)",1834,,fic,19b,57311,52929,SoutRD,SoutRD.txt
405,"Edgeworth, Maria",http://viaf.org/viaf/71477273,Helen: A Tale,1834,,fic,19b,57672,53094,EdgeMHT,EdgeMHT.txt
406,"Bowring, John, Sir",http://viaf.org/viaf/29681156,Minor morals for young people. : Illustrated in tales and travels (Vol. 1/3),1834,,fic,19b,37109,34548,BowrJMM,BowrJMM.txt
407,"Southey, Robert",http://viaf.org/viaf/61576896,"The doctor, &c (Vol. 2/2)",1834,,fic,19b,63065,59074,SoutRD2,SoutRD2.txt
408,"Lytton, Edward Bulwer Lytton, Baron",http://viaf.org/viaf/99871326,The last days of Pompeii (Vol. 3/3),1834,,fic,19b,51587,47386,LyttELD3,LyttELD3.txt
409,"Ainsworth, William Harrison",http://viaf.org/viaf/46894596,Rookwood (Vol. 1/3),1834,,fic,19b,54934,50535,AinsWRR.txt,AinsWRR.txt.txt
410,"Shelley, Mary Wollstonecraft",http://viaf.org/viaf/6293,Lodore,1835,,fic,ncf,148290,144935,ShelML,nofile
411,"Bowring, John, Sir",http://viaf.org/viaf/29681156,Minor morals for young people. : Illustrated in tales and travels (Vol. 2/3),1835,,fic,19b,38684,36084,BowrJMM2,BowrJMM2.txt
412,"Landor, Walter Savage",http://viaf.org/viaf/46796707,Pericles and Aspasia (Vol. 1/2),1836,,fic,19b,42857,39524,LandWPA,LandWPA.txt
413,"Gore, Mrs.",http://viaf.org/viaf/74020526,Mrs. Armytage,1836,,fic,ncf,143186,137129,GoreMMA,nofile
414,"Landor, Walter Savage",http://viaf.org/viaf/46796707,Pericles and Aspasia (Vol. 2/2),1836,,fic,19b,53670,49941,LandWPA2,LandWPA2.txt
415,"Shelley, Mary Wollstonecraft",http://viaf.org/viaf/6293,Falkner,1837,,fic,ncf,152556,150655,ShelMF2,nofile
416,"Dickens, Charles",http://viaf.org/viaf/88666393,Pickwick Papers,1837,,fic,19b,302639,283635,DickCPP,nofile
417,"Trollope, Frances Milton",http://viaf.org/viaf/34551336,Vicar of Wrexhill,1837,,fic,ncf,170886,168157,TrolFVW,nofile
418,"Dickens, Charles",http://viaf.org/viaf/88666393,Oliver Twist,1838,,fic,19b,159084,154605,DickCOT,nofile
419,"Gilman, Caroline Howard",http://viaf.org/viaf/10198521,Recollections of a southern matron,1838,,fic,19b,93923,86146,GilmCRS,GilmCRS.txt
420,"Taylor, Meadows",http://viaf.org/viaf/27100030,Confessions of a thug,1839,,fic,19b,226487,220345,TaylMCT,nofile
421,"Bowring, John, Sir",http://viaf.org/viaf/29681156,Minor morals for young people. : Illustrated in tales and travels (Vol. 3/3),1839,,fic,19b,36378,33478,BowrJMM3,BowrJMM3.txt
422,"Dickens, Charles",http://viaf.org/viaf/88666393,Nicholas Nickleby,1839,,fic,ncf,324089,313068,DickCNN,nofile
423,"Thackeray, William Makepeace",http://viaf.org/viaf/95208604,Catherine,1839,,fic,ncf,71486,69280,ThacWC,nofile
424,"Ainsworth, William Harrison",http://viaf.org/viaf/46894596,Jack Sheppard,1839,,fic,ncf,152895,149978,AinsWJS,nofile
425,"Dickens, Charles",http://viaf.org/viaf/88666393,Barnaby Rudge,1840,,fic,19b,255037,249830,DickCBR,nofile
426,"Ainsworth, William Harrison",http://viaf.org/viaf/46894596,"The Tower of London, a historical romance",1840,,fic,19b,201845,184877,AinsWTL,AinsWTL.txt
427,"Trollope, Frances Milton",http://viaf.org/viaf/34551336,Michael Armstrong,1840,,fic,19b,205923,202478,TrolFMA,nofile
428,"Marryat, Frederick",http://viaf.org/viaf/39380934,Poor Jack,1840,,fic,19b,144792,133118,MarrFPJ,MarrFPJ.txt
429,"Thackeray, William Makepeace",http://viaf.org/viaf/95208604,A shabby genteel story,1840,,fic,ncf,40548,38622,ThacWSG,nofile
430,"Dickens, Charles",http://viaf.org/viaf/88666393,The old curiosity shop,1840,,fic,ncf,217816,214031,DickCOC,nofile
431,"Lever, Charles James",http://viaf.org/viaf/32083550,"Charles O'Malley, the Irish dragoon (Vol. 2/2)",1841,,fic,19b,166165,151942,LeveCCO2,LeveCCO2.txt
432,"Lever, Charles James",http://viaf.org/viaf/32083550,"Charles O'Malley, the Irish dragoon (Vol. 1/2)",1841,,fic,19b,179201,163032,LeveCCO,LeveCCO.txt
433,"Dickens, Charles",http://viaf.org/viaf/88666393,A Christmas carol,1843,,fic,19b,28575,27825,DickCCC,nofile
434,"Disraeli, Benjamin",http://viaf.org/viaf/49233448,Coningsby,1844,,fic,ncf,159370,153493,DisrBC,nofile
435,"Lever, Charles",http://viaf.org/viaf/32083550,Tom Burke Of ours,1844,,fic,ncf,339634,333181,LeveCTB,nofile
436,"Dickens, Charles",http://viaf.org/viaf/88666393,Martin Chuzzlewit,1844,,fic,19b,337422,326477,DickCMC,nofile
437,"Lever, Charles James",http://viaf.org/viaf/32083550,St. Patrick's Eve,1845,,fic,19b,39024,37071,LeveCSP,LeveCSP.txt
438,"Disraeli, Benjamin",http://viaf.org/viaf/49233448,Sybil,1845,,fic,ncf,158262,153730,DisrBS,nofile
439,"Melville, Herman",http://viaf.org/viaf/27068555,Typee : a peep at Polynesian life. During a four months' residence in a valley of the Marquesas,1846,,fic,19b,114832,106420,MelvHTP,MelvHTP.txt
440,"Melville, Herman",http://viaf.org/viaf/27068555,Omoo: a narrative of adventures in the South Seas,1847,,fic,19b,107574,99671,MelvHON,MelvHON.txt
441,"Bronte, Anne",http://viaf.org/viaf/14766877,Agnes Grey,1847,,fic,ncf,68433,67643,BronAAG,nofile
442,"Bronte, Emily",http://viaf.org/viaf/97097302,Wuthering Heights,1847,,fic,ncf,116345,113553,BronEWH,nofile
443,"Disraeli, Benjamin",http://viaf.org/viaf/49233448,Tancred,1847,,fic,ncf,162869,157161,DisrBT,nofile
444,"Bronte, Charlotte",http://viaf.org/viaf/71388025,Jane Eyre,1847,,fic,ncf,186165,182270,BronCJE,nofile
445,"Dickens, Charles",http://viaf.org/viaf/88666393,Dombey and Son,1848,,fic,ncf,351356,338565,DickCDS,nofile
446,"Newman, John Henry",http://viaf.org/viaf/17227308,Loss and gain,1848,,fic,ncf,106943,104929,NewmJLG,nofile
447,"Thackeray, William Makepeace",http://viaf.org/viaf/95208604,Vanity Fair,1848,,fic,19b,305136,294294,ThacWVF,nofile
448,"Bronte, Anne",http://viaf.org/viaf/14766877,The tenant of Wildfell Hall,1848,,fic,ncf,172624,170384,BronATW,nofile
449,"Froude, James Anthony",http://viaf.org/viaf/103145857814423020380,The nemesis of faith,1849,,fic,ncf,62337,61619,FrouJNF,nofile
450,"Gaskell, Elizabeth Cleghorn",http://viaf.org/viaf/39377536,Mary Barton,1849,,fic,ncf,161771,160385,GaskEMB,nofile
451,"Thackeray, William Makepeace",http://viaf.org/viaf/95208604,"The history of Pendennis. His fortunes and misfortunes, his friends and his greatest enemy (Vol. 1/2)",1849,,fic,19b,181911,167564,ThacWHP,ThacWHP.txt
452,"Thackeray, William Makepeace",http://viaf.org/viaf/95208604,"The history of Pendennis. His fortunes and misfortunes, his friends and his greatest enemy (Vol. 2/2)",1849,,fic,19b,173144,158971,ThacWHP2,ThacWHP2.txt
453,"Bronte, Charlotte",http://viaf.org/viaf/71388025,Shirley,1849,,fic,ncf,215988,210614,BronCS,nofile
454,"Thackeray, William Makepeace",http://viaf.org/viaf/95208604,Pendennis,1849,,fic,ncf,355913,344149,ThacWP,nofile
455,"Kingsley, Charles",http://viaf.org/viaf/27081838,Alton Locke,1850,8374,fic,ncf,151556,147810,KingCAL,nofile
456,"Bell, Robert",http://viaf.org/viaf/121884477,The ladder of gold,1850,,fic,ncf,191693,185541,BellRLG,nofile
457,"Thackeray, William Makepeace",http://viaf.org/viaf/95208604,Rebecca and Rowena,1850,2675_excerpt,fic,ncf,23495,22407,ThacWRR,nofile
458,"Lever, Charles James",http://viaf.org/viaf/32083550,Roland Cashel,1850,33468;33469,fic,19b,272610,248485,LeveCRC,LeveCRC.txt
459,"Dickens, Charles",http://viaf.org/viaf/88666393,David Copperfield,1850,766,fic,ncf,356647,343917,DickCDC,nofile
460,"Mayhew, Henry",http://viaf.org/viaf/42716540,"1851 : or, The adventures of Mr. and Mrs. Sandboys and family, who came up to London to enjoy themselves, and to see the Great Exhibition",1851,,fic,19b,126966,117478,MayhHAS,MayhHAS.txt
461,"Borrow, George Henry",http://viaf.org/viaf/49240695,Lavengro,1851,20198,fic,ncf,222321,218722,BorrGL,nofile
462,"Thackeray, William Makepeace",http://viaf.org/viaf/95208604,Henry Esmond,1852,2511,fic,ncf,189242,183836,ThacWHE,nofile
463,"Stowe, Harriet Beecher",http://viaf.org/viaf/32003151,"Uncle Tom's cabin or, Life among the lowly (Vol. 2/2)",1852,,fic,19b,96420,87634,StowHUT2,StowHUT2.txt
464,"Eastman, Mary Henderson",http://viaf.org/viaf/316763066,"Aunt Phillis's Cabin: Or, Southern Life As It Is",1852,16741,fic,19b,89261,84145,EastMAP,EastMAP.txt
465,"Stowe, Harriet Beecher",http://viaf.org/viaf/32003151,"Uncle Tom's cabin or, Life among the lowly (Vol. 1/2)",1852,203,fic,19b,94020,84485,StowHUT,StowHUT.txt
466,"Yonge, Charlotte Mary",http://viaf.org/viaf/71399881,Heir of Redclyffe,1853,2505,fic,ncf,234785,228367,YongCHR,nofile
467,"Bronte, Charlotte",http://viaf.org/viaf/71388025,Villette,1853,9182,fic,ncf,194668,188804,BronCV,nofile
468,"Dickens, Charles",http://viaf.org/viaf/88666393,Bleak House,1853,1023,fic,ncf,355323,342564,DickCBH,nofile
469,"Gaskell, Elizabeth Cleghorn",http://viaf.org/viaf/39377536,Ruth,1853,4275,fic,ncf,161461,158841,GaskER,nofile
470,"Thackeray, William Makepeace",http://viaf.org/viaf/95208604,Newcomes,1854,7467,fic,ncf,365247,349733,ThacWN,nofile
471,"Dickens, Charles",http://viaf.org/viaf/88666393,Hard times,1854,786,fic,ncf,103411,98416,DickCHT,nofile
472,"Surtees, Robert Smith",http://viaf.org/viaf/62352645,Handley Cross,1854,,fic,ncf,255994,238230,SurtRHC,nofile
473,"Trollope, Anthony",http://viaf.org/viaf/61683295,Warden,1855,619,fic,ncf,72166,70414,TrolAW,nofile
474,"Gaskell, Elizabeth Cleghorn",http://viaf.org/viaf/39377536,North and south,1855,4276,fic,ncf,183019,179999,GaskENS,nofile
475,"Stowe, Harriet Beecher",http://viaf.org/viaf/32003151,Dred; a tale of the great Dismal Swamp (Vol. 2/2),1856,,fic,19b,128425,116936,StowHDT2,StowHDT2.txt
476,"Thackeray, William Makepeace",http://viaf.org/viaf/95208604,Barry Lyndon,1856,4558,fic,ncf,126533,123795,ThacWBL,nofile
477,"Stowe, Harriet Beecher",http://viaf.org/viaf/32003151,Dred; a tale of the great Dismal Swamp (Vol. 1/2),1856,,fic,19b,114948,100959,StowHDT,StowHDT.txt
478,"Yonge, Charlotte Mary",http://viaf.org/viaf/71399881,Daisy chain,1856,3610,fic,ncf,298399,289634,YongCDC,nofile
479,"Trollope, Anthony",http://viaf.org/viaf/61683295,Barchester Towers,1857,3409,fic,ncf,198854,191175,TrolABT,nofile
480,"Hughes, Thomas",http://viaf.org/viaf/41888346,Tom Brown's school days,1857,1480,fic,ncf,105752,104100,HughTTB,nofile
481,"Bronte, Charlotte",http://viaf.org/viaf/71388025,The professor,1857,1028,fic,ncf,88735,86320,BronCP,nofile
482,"Dickens, Charles",http://viaf.org/viaf/88666393,Little Dorrit,1857,963,fic,ncf,339295,326422,DickCLD,nofile
483,"Farrar, Frederic William",http://viaf.org/viaf/72172918,"Eric, or Little by Little",1858,23126,fic,ncf,94057,91995,FarrFE,nofile
484,"Trollope, Anthony",http://viaf.org/viaf/61683295,Three clerks,1858,7481,fic,ncf,226480,220043,TrolATC,nofile
485,"Trollope, Anthony",http://viaf.org/viaf/61683295,Doctor Thorne,1858,3166,fic,ncf,218017,213431,TrolADT,nofile
486,"Ballantyne, R. M.",http://viaf.org/viaf/64050447,The Coral Island,1858,646,fic,ncf,99733,98698,BallRCI,nofile
487,"Mayhew, Augustus",http://viaf.org/viaf/27450007,"Paved with gold; or, the romance and reality of the London streets",1858,,fic,19b,228515,213662,MayhAPW,MayhAPW.txt
488,"Eliot, George",http://viaf.org/viaf/89000553,Scenes of clerical life,1858,17780,fic,ncf,143985,139801,ElioGSC,nofile
489,"Thackeray, William Makepeace",http://viaf.org/viaf/95208604,The Virginians,1858,8123,fic,ncf,356395,346621,ThacWV,nofile
490,"Dickens, Charles",http://viaf.org/viaf/88666393,A tale of two cities,1859,98,fic,ncf,136511,132348,DickCTT,nofile
491,"Meredith, George",http://viaf.org/viaf/14773801,Ordeal of Richard Feverel,1859,4412,fic,ncf,193531,188024,MereGOR,nofile
492,"Eliot, George",http://viaf.org/viaf/89000553,Adam Bede,1859,507,fic,ncf,215206,211670,ElioGAB,nofile
493,"Collins, Wilkie",http://viaf.org/viaf/95173526,The woman in white,1860,2002,fic,ncf,247846,242451,CollWWI,nofile
494,"Eliot, George",http://viaf.org/viaf/89000553,The mill on the floss,1860,6688,fic,ncf,207391,202447,ElioGMF,nofile
495,"Trollope, Anthony",http://viaf.org/viaf/61683295,Framley Parsonage,1861,2860,fic,ncf,209197,201800,TrolAFP,nofile
496,"Meredith, George",http://viaf.org/viaf/14773801,Evan Harrington,1861,4434,fic,ncf,183201,177967,MereGEH,nofile
497,"Thackeray, William Makepeace",http://viaf.org/viaf/95208604,Lovel the widower,1861,,fic,ncf,50512,48621,ThacWLW,nofile
498,"Eliot, George",http://viaf.org/viaf/89000553,Silas Marner,1861,550,fic,ncf,71465,70196,ElioGSM,nofile
499,"Reade, Charles",http://viaf.org/viaf/44314913,Cloister and hearth,1861,1366,fic,ncf,282641,273402,ReadCCH,nofile
500,"Dickens, Charles",http://viaf.org/viaf/88666393,Great expectations,1861,1400,fic,ncf,185348,180490,DickCGE,nofile
501,"Wood, Henry, Mrs.",http://viaf.org/viaf/14898332,East Lynne,1861,3322,fic,ncf,251369,245076,WoodHEL,nofile
502,"Thackeray, William Makepeace",http://viaf.org/viaf/95208604,Adventures of Philip,1862,,fic,ncf,247599,237790,ThacWAP,nofile
503,"Braddon, M. E.",http://viaf.org/viaf/66826682,Lady Audley's secret,1862,8954,fic,ncf,154126,150767,BradMLA,nofile
504,"Sala, George Augustus",http://viaf.org/viaf/39590075,Seven sons of Mammon,1862,,fic,ncf,175164,167111,SalaGSS,nofile
505,"Collins, Wilkie",http://viaf.org/viaf/95173526,No name,1862,1438,fic,ncf,265464,257773,CollWNN,nofile
506,"Kingsley, Charles",http://viaf.org/viaf/27081838,Water-babies,1863,1018,fic,ncf,68548,67113,KingCW,nofile
507,"Gaskell, Elizabeth Cleghorn",http://viaf.org/viaf/39377536,Sylvia's lovers,1863,4537,fic,ncf,191035,186875,GaskESL,nofile
508,"Reade, Charles",http://viaf.org/viaf/44314913,Hard cash,1863,3067,fic,ncf,263895,254543,ReadCHC,nofile
509,"Eliot, George",http://viaf.org/viaf/89000553,Romola,1863,24020,fic,ncf,227906,219639,ElioGR,nofile
510,"Oliphant, Mrs. (Margaret)",http://viaf.org/viaf/49256072,Salem Chapel,1863,42013;42044,fic,ncf,165575,163431,OlipMSC,nofile
511,"Le Fanu, Joseph Sheridan",http://viaf.org/viaf/9849196,Uncle Silas,1864,14851,fic,ncf,164852,159424,LefaJUS,nofile
512,"Trollope, Anthony",http://viaf.org/viaf/61683295,Can you forgive her?,1864,19500,fic,ncf,316421,308381,TrolACY,nofile
513,"Charles, Elizabeth Rundle",http://viaf.org/viaf/95236972,Chronicles of the Schonberg-Cotta family,1864,36433,fic,ncf,172310,167945,CharECS,nofile
514,"Thackeray, William Makepeace",http://viaf.org/viaf/95208604,Denis Duval,1864,,fic,ncf,57826,55765,ThacWDD,nofile
515,"Trollope, Anthony",http://viaf.org/viaf/61683295,Small house at Allington,1864,4599,fic,ncf,257754,252356,TrolASH,nofile
516,"Dickens, Charles",http://viaf.org/viaf/88666393,Our mutual friend,1865,883,fic,ncf,326321,311684,DickCOM,nofile
517,"Lever, Charles James",http://viaf.org/viaf/32083550,Luttrell Of Arran,1865,35717,fic,19b,175075,163299,LeveCLA,LeveCLA.txt
518,"Carroll, Lewis",http://viaf.org/viaf/66462036,Alice's adventures in Wonderland,1866,11,fic,ncf,26638,26643,CarrLAA,nofile
519,"Eliot, George",http://viaf.org/viaf/89000553,Felix Holt,1866,40882,fic,ncf,182487,179088,ElioGFH,nofile
520,"Collins, Wilkie",http://viaf.org/viaf/95173526,Armadale,1866,1895,fic,ncf,297660,290450,CollWA,nofile
521,"Kingsley, Charles",http://viaf.org/viaf/27081838,Hereward the wake,1866,7815,fic,ncf,174499,167005,KingCHW,nofile
522,"Gaskell, Elizabeth Cleghorn",http://viaf.org/viaf/39377536,Wives and daughters,1866,4274,fic,ncf,271717,267452,GaskEWD,nofile
523,"Trollope, Anthony",http://viaf.org/viaf/61683295,Last chronicle of Barset,1867,3045,fic,ncf,345435,332840,TrolALC,nofile
524,Ouida,http://viaf.org/viaf/34490941,Under two flags,1867,3465,fic,ncf,247326,239806,OuidUT,nofile
525,"Collins, Wilkie",http://viaf.org/viaf/95173526,The moonstone,1868,155,fic,ncf,196879,192002,CollWM,nofile
526,"Blackmore, R. D.",http://viaf.org/viaf/59105182,Lorna Doone,1869,17460,fic,ncf,272245,265431,BlacRLD,nofile
527,"Trollope, Anthony",http://viaf.org/viaf/61683295,Phineas Finn,1869,,fic,ncf,263359,254601,TrolAPF,nofile
528,"Burton, Richard Francis, Sir",http://viaf.org/viaf/29832058,"Vikram and the vampire; or, Tales of Hindu devilry",1870,48511,fic,19b,80878,72982,BurtRVV,BurtRVV.txt
529,"Alcott, Louisa May",http://viaf.org/viaf/29528997,An old-fashioned girl,1870,2787,fic,19b,105924,96115,AlcoLOG,AlcoLOG.txt
530,"Dickens, Charles",http://viaf.org/viaf/88666393,The mystery of Edwin Drood,1870,564,fic,ncf,94415,90345,DickCME,nofile
531,"Disraeli, Benjamin",http://viaf.org/viaf/49233448,Lothair,1870,7835,fic,ncf,150996,145433,DisrBL,nofile
532,"Collins, Wilkie",http://viaf.org/viaf/95173526,Man and wife,1870,1586,fic,ncf,230600,225214,CollWMW,nofile
533,"MacDonald, George",http://viaf.org/viaf/64008667,At the back of the north wind,1871,225,fic,ncf,88969,88692,MacDGAB,nofile
534,"Chesney, George Tomkyns",http://viaf.org/viaf/39773297,The Battle Of Dorking,1871,,fic,ncf,21595,21241,ChesGBD,nofile
535,"Lytton, Edward Bulwer Lytton",http://viaf.org/viaf/99871326,Coming race,1871,1951,fic,ncf,52932,51783,LyttECR,nofile
536,"Black, William",http://viaf.org/viaf/33136659,A daughter of Heth,1871,,fic,ncf,131063,126998,BlacWDH,nofile
537,"Hardy, Thomas",http://viaf.org/viaf/54148778,Under the greenwood tree,1872,9437,fic,ncf,56738,55157,HardTUG,nofile
538,"Linton, E. Lynn",http://viaf.org/viaf/7521381,True history of Joshua Davidson,1872,,fic,ncf,38500,37808,LintETH,nofile
539,"MacDonald, George",http://viaf.org/viaf/64008667,Princess and  goblin,1872,708,fic,ncf,51021,50527,MacDGPG,nofile
540,"Carroll, Lewis",http://viaf.org/viaf/66462036,Through the looking-glass,1872,12,fic,ncf,29928,29813,CarrLTL,nofile
541,"Butler, Samuel",http://viaf.org/viaf/49578292,Erewhon,1872,1906,fic,ncf,69357,68172,ButlSE,nofile
542,"Trollope, Anthony",http://viaf.org/viaf/61683295,The Eustace diamonds,1873,7381,fic,ncf,269856,262214,TrolAED,nofile
543,"Hardy, Thomas",http://viaf.org/viaf/54148778,A pair of blue eyes,1873,224,fic,ncf,131738,127677,HardTPB,nofile
544,"Eliot, George",http://viaf.org/viaf/89000553,Middlemarch,1874,145,fic,ncf,318161,310399,ElioGM,nofile
545,"Hardy, Thomas",http://viaf.org/viaf/54148778,Far from the madding crowd,1874,27,fic,ncf,137813,133419,HardTFF,nofile
546,"Trollope, Anthony",http://viaf.org/viaf/61683295,Phineas Redux,1874,18640,fic,ncf,261919,253091,TrolAPR,nofile
547,"Trollope, Anthony",http://viaf.org/viaf/61683295,The way we live now,1875,5231,fic,ncf,352781,342311,TrolAWW,nofile
548,"Eliot, George",http://viaf.org/viaf/89000553,Daniel Deronda,1876,7469,fic,ncf,311581,301216,ElioGDD,nofile
549,"Trollope, Anthony",http://viaf.org/viaf/61683295,Prime Minister,1876,2158,fic,ncf,283255,277996,TrolAPM,nofile
550,"Meredith, George",http://viaf.org/viaf/14773801,Beauchamp's career,1876,4460,fic,ncf,192626,185549,MereGBC,nofile
551,"Sewell, Anna",http://viaf.org/viaf/5052475,Black beauty,1877,271,fic,ncf,60080,59416,SeweABB,nofile
552,"Russell, William Clark",http://viaf.org/viaf/33053756,The wreck of the Grosvenor,1878,44497; 44498; 44499,fic,ncf,127534,125128,RussWWG,nofile
553,"Hardy, Thomas",http://viaf.org/viaf/54148778,Return of native,1878,122,fic,ncf,142610,137445,HardTRN,nofile
554,"Payn, James",http://viaf.org/viaf/27109962,By proxy,1878,,fic,ncf,169753,165321,PaynJBP,nofile
555,"Meredith, George",http://viaf.org/viaf/14773801,Egoist,1879,1684,fic,ncf,188009,182112,MereGE,nofile
556,"Eliot, George",http://viaf.org/viaf/89000553,Impressions of Theophrastus Such,1879,10762,fic,19b,59836,55305,ElioGIT,ElioGIT.txt
557,"Disraeli, Benjamin, Earl of Beaconsfield",http://viaf.org/viaf/49233448,Endymion (Vol. 3/3),1880,,fic,19b,60476,54589,DisrBE3,DisrBE3.txt
558,"Disraeli, Benjamin, Earl of Beaconsfield",http://viaf.org/viaf/49233448,Endymion (Vol. 2/3),1880,,fic,19b,58690,52745,DisrBE2,DisrBE2.txt
559,"Twain, Mark",http://viaf.org/viaf/50566653,A Tramp Abroad,1880,119,fic,19b,159172,144285,TwaiMTA,TwaiMTA.txt
560,"Howells, William Dean",http://viaf.org/viaf/95191935,The undiscovered country,1880,,fic,19b,105957,95586,HoweWUC,HoweWUC.txt
561,"Disraeli, Benjamin, Earl of Beaconsfield",http://viaf.org/viaf/49233448,Endymion (Vol. 1/3),1880,7926,fic,19b,57723,51898,DisrBE,DisrBE.txt
562,"Trollope, Anthony",http://viaf.org/viaf/61683295,Duke's children,1880,3622,fic,ncf,223913,218014,TrolADC,nofile
563,"Hardy, Thomas",http://viaf.org/viaf/54148778,Trumpet-major,1880,2864,fic,ncf,113538,111419,HardTT,nofile
564,"Jewett, Sarah Orne",http://viaf.org/viaf/44336104,Country By-Ways,1881,,fic,19b,62522,57225,JeweSCB,JeweSCB.txt
565,"White, William Hale",http://viaf.org/viaf/79398669,Autobiography of Mark Rutherford,1881,3269,fic,ncf,42586,41953,WhitWAM,nofile
566,"Jefferies, Richard",http://viaf.org/viaf/59140022,Bevis,1882,35930,fic,ncf,178090,175824,JeffRB,nofile
567,"Schreiner, Olive",http://viaf.org/viaf/29554433,Story of an African farm,1883,1441,fic,ncf,100666,98988,SchrOSA,nofile
568,"Stevenson, Robert Louis",http://viaf.org/viaf/95207986,Treasure Island,1883,120,fic,ncf,68496,67599,StevRTI,nofile
569,"Broughton, Rhoda",http://viaf.org/viaf/45106836,Belinda,1883,,fic,ncf,139636,135690,BrouRB,nofile
570,"Ewing, Juliana Horatia Gatty",http://viaf.org/viaf/13120498,Jackanapes,1884,20351,fic,19b,10864,9987,EwinJJ,EwinJJ.txt
571,"Besant, Walter, Sir",http://viaf.org/viaf/61640533,Dorothy Forster,1884,,fic,ncf,168868,165211,BesaWDF,nofile
572,"Jewett, Sarah Orne",http://viaf.org/viaf/44336104,A country doctor,1884,15294,fic,19b,92892,85720,JeweSCD,JeweSCD.txt
573,"Howells, William Dean",http://viaf.org/viaf/95191935,The rise of Silas Lapham,1884,154,fic,19b,136686,119457,HoweWRS,HoweWRS.txt
574,"Jefferies, Richard",http://viaf.org/viaf/59140022,After London,1885,,fic,ncf,84096,82976,JeffRAL,nofile
575,"Murfree, Mary Noailles",http://viaf.org/viaf/16014354,The prophet of the Great Smoky Mountains,1885,35619,fic,19b,68443,58867,MurfMPG,MurfMPG.txt
576,"Meredith, George",http://viaf.org/viaf/14773801,Diana of the crossways,1885,4470,fic,ncf,152919,147543,MereGDC,nofile
577,"Pater, Walter",http://viaf.org/viaf/19689601,"Marius, the Epicurean : his sensations and ideas (Vol. 1/2)",1885,4057; 4058,fic,19b,57613,54129,PateWME,PateWME.txt
578,"Haggard, H. Rider",http://viaf.org/viaf/9841446,King Solomon's mines,1885,2166,fic,ncf,80773,78407,HaggHKS,nofile
579,"Pater, Walter",http://viaf.org/viaf/19689601,"Marius, the Epicurean : his sensations and ideas (Vol. 2/2)",1885,,fic,19b,54189,50651,PateWME2,PateWME2.txt
580,"Pater, Walter",http://viaf.org/viaf/19689601,"Marius, the Epicurean : his sensations and ideas (Vol. 2/2)",1885,,fic,19b,54189,50651,PateWME3,PateWME3.txt
581,"Burnett, Frances Hodgson",http://viaf.org/viaf/27061925,Little Lord Fauntleroy,1886,479,fic,ncf,58719,57015,BurnFLL,nofile
582,"Stevenson, Robert Louis",http://viaf.org/viaf/95207986,Strange case of Dr Jekyll and Mr Hyde,1886,26247,fic,ncf,25727,24931,StevRSC,nofile
583,"Stevenson, Robert Louis",http://viaf.org/viaf/95207986,Kidnapped,1886,421,fic,ncf,80870,79149,StevRK,nofile
584,"James, Henry",http://viaf.org/viaf/36920030,The Bostonians,1886,19717;19718,fic,19b,166140,154586,JameHB,JameHB.txt
585,"Crawford, Francis Marion",http://viaf.org/viaf/4958780,A tale of a lonely parish,1886,13597,fic,19b,110362,102799,CrawFTL,CrawFTL.txt
586,"Hardy, Thomas",http://viaf.org/viaf/54148778,Mayor of Casterbridge,1886,143,fic,ncf,113970,110448,HardTMC,nofile
587,"Haggard, H. Rider",http://viaf.org/viaf/9841446,She,1887,3155,fic,ncf,112256,109140,HaggHS,nofile
