index,author,viaf_author_uri,title,date,gutenberg_id,genre,source
735,"Kline, Otis Adelbert,",,The planet of peril,1929,10310,teamblack | chiscifi | stew,genrescorpus
736,"Hammett, Dashiell,",,Red Harvest,1929,11100,hardboiled | det100 | teamblack | chimyst,genrescorpus
737,"Christie, Agatha,",,The Seven dials mystery,1929,11255,teamred | chimyst | cozy,genrescorpus
738,"Berkeley, Anthony,",,The poisoned chocolates c,1929,11252,teamblack | chimyst,genrescorpus
739,"Burroughs, Edgar Rice,",,Tanar of Pellucidar,1929,10301,teamred | chiscifi | stew,genrescorpus
740,"Burnett, W. R.",,Little Caesar,1929,10065,teamred | chimyst,genrescorpus
741,"Wallace, Edgar,",,The lone house mystery,1929,11277,chirandom | teamblack | chimyst | stew,genrescorpus
742,"Berkeley, Anthony,",,The Piccadilly murder,1930,11285,teamblack | chimyst,genrescorpus
743,"Manning, Frederic,",,Her privates: we,1930,11298,chirandom | teamblack,genrescorpus
744,"Sayers, Dorothy L.",,Strong poison,1930,11302,teamblack | chimyst | cozy,genrescorpus
745,"Williams, Charles,",,War in heaven,1930,11311,chifantasy | teamblack,genrescorpus
746,"Stratemeyer, Edward,",,With Taylor on the Rio Gr,1930,10086,chirandom | teamblack,genrescorpus
747,"Burroughs, Edgar Rice,",,Tarzan at the earth's cor,1930,10083,teamred | chifantasy | chiscifi,genrescorpus
748,"Kline, Otis Adelbert,",,Maza of the moon,1930,10336,teamred | chiscifi | stew,genrescorpus
749,"Stapledon, Olaf,",,Last and first men,1930,11305,teamred | chiscifi | stew,genrescorpus
750,"Oppenheim, E. Phillips,",,The million pound deposit,1930,11300,teamred | chimyst | stew,genrescorpus
751,"Hammett, Dashiell,",,The Maltese falcon,1930,10330,hardboiled | det100 | teamblack | chimyst,genrescorpus
752,"Kline, Otis Adelbert,",,The prince of peril,1930,10337,teamblack | chiscifi,genrescorpus
753,"Williams, Charles,",,Many dimensions,1931,11349,chirandom | teamblack,genrescorpus
754,"Smith, Thorne,",,The night life of the god,1931,10362,chifantasy | teamblack | chiscifi,genrescorpus
755,"Schuyler, George S.",,Black no more,1931,10361,teamblack | chiscifi,genrescorpus
756,"Taylor, Phoebe Atwood",,The Cape Cod mystery,1931,10365,det100 | teamblack,genrescorpus
757,"Queen, Ellery,",,The Dutch shoe mystery,1931,10359,teamred | det100 | chimyst,genrescorpus
758,"Hill, Grace Livingston,",,The chance of a lifetime,1931,10353,chirandom | teamred,genrescorpus
759,"Merritt, Abraham,",,The face in the abyss,1931,10357,chifantasy | teamblack | chiscifi,genrescorpus
760,"Leinster, Murray,",,Murder madness,1931,10355,teamblack | chiscifi,genrescorpus
761,"Merritt, Abraham,",,Face in the abyss,1931,10096,teamred | chiscifi,genrescorpus
762,"Connington, J. J.",,The boathouse riddle,1931,11323,chirandom | teamblack | chimyst,genrescorpus
763,"Cummings, Ray,",,Brigands of the moon,1931,10090,teamblack | chiscifi,genrescorpus
764,"Rohmer, Sax,",,Daughter of Fu Manchu,1931,11339,teamblack | chimyst | stew,genrescorpus
765,"Armstrong, Martin,",,The romantic adventures o,1931,11316,chirandom | teamblack,genrescorpus
766,"Snow, C. P.",,Death under sail,1932,11384,teamblack | chimyst | stew,genrescorpus
767,"Stapledon, Olaf,",,Last men in London,1932,11385,teamred | chiscifi,genrescorpus
768,"Shute, Nevil,",,Lonely road,1932,11383,chirandom | teamred,genrescorpus
769,"Evans, Margiad,",,Country dance,1932,11364,chirandom | teamred,genrescorpus
770,"Bramah, Ernest,",,The moon of much gladness,1932,11358,chifantasy | teamblack,genrescorpus
771,"Huxley, Aldous,",,Brave new world,1932,11043,chiutopia | teamblack | chiscifi,genrescorpus
772,"Morgan, Charles,",,The fountain,1932,11044,chirandom | teamred,genrescorpus
773,"Dos Passos, John,",,1919,1932,10377,chirandom | teamred,genrescorpus
774,"Faulkner, William",,Light in August,1932,10380,teamblack | pbgothic,genrescorpus
775,"White, Ethel Lina,",,Put out the light,1933,11416,chirandom | teamred | chimyst,genrescorpus
776,"Hilton, James,",,Lost horizon,1933,11046,chiutopia | chifantasy | teamblack,genrescorpus
777,"Herrick, Robert,",,Sometime,1933,10108,chiutopia | teamblack,genrescorpus
778,"Oppenheim, E. Phillips,",,Murder at Monte Carlo,1933,11404,teamred | chimyst,genrescorpus
779,"Endore, S. Guy,",,The werewolf of Paris,1933,10403,chifantasy | teamblack | chihorror | stew,genrescorpus
780,"Franklin, Miles,",,Bring the monkey,1933,11396,chirandom | teamred | chimyst,genrescorpus
781,"Dickson, Carter,",,The Plague court murders,1934,10435,chirandom | teamred | chimyst,genrescorpus
782,"Linklater, Eric,",,Magnus Merriman,1934,11442,chirandom | teamred,genrescorpus
783,"Teilhet, Darwin L.",,The talking sparrow murde,1934,10460,teamblack | chimyst,genrescorpus
784,"Dinesen, Isak,",,Seven Gothic Tales,1934,DinesenGothicTales1934,teamblack | pbgothic | stew,genrescorpus
785,"Montgomery, L. M.",,Mistress Pat,1935,11472,chirandom | teamblack,genrescorpus
786,"McKinney, J. P,",,Crucible,1935,11469,chirandom | teamred,genrescorpus
787,"Marsh, Ngaio,",,The nursing home murder,1935,11468,chirandom | teamblack | chimyst | cozy,genrescorpus
788,"Heyer, Georgette,",,Regency buck,1935,11462,chirandom | teamblack,genrescorpus
789,"Lewis, Sinclair,",,It can't happen here,1935,10476,teamred | chiscifi,genrescorpus
790,"Burroughs, Edgar Rice,",,Tarzan and the leopard me,1935,10117,chifantasy | teamblack,genrescorpus
791,"Innes, Michael,",,Death at the president's ,1936,11499,chirandom | teamred | chimyst | stew,genrescorpus
792,"Gellhorn, Martha,",,The trouble I've seen,1936,10490,chirandom | teamred,genrescorpus
793,"Latimer, Jonathan,",,Murder in the madhouse,1936,10494,teamblack | chimyst,genrescorpus
794,"Bristow, Gwen,",,Deep summer,1937,10514,chirandom | teamblack,genrescorpus
795,"Wells, H. G.",,Star-begotten,1937,11552,teamred | chiscifi,genrescorpus
796,"Rhode, John",,The harvest murder,1937,11545,teamred | det100 | stew,genrescorpus
797,"Steinbeck, John,",,Of mice and men,1937,10531,chirandom | teamred,genrescorpus
798,"Pseudoman, Akkad,",,Zero to eighty,1937,10526,chirandom | teamblack | chiscifi,genrescorpus
799,"Allingham, Margery,",,Dancers in mourning,1937,11519,chirandom | teamred | chimyst | cozy,genrescorpus
800,"Linklater, Eric,",,Juan in China,1937,11535,chirandom | teamred,genrescorpus
801,"Sarton, May,",,The single hound,1938,10561,chiutopia | teamblack,genrescorpus
802,"Wright, S. Fowler,",,The adventure of Wyndham ,1938,11591,chirandom | chiutopia | teamblack | chiscifi | stew,genrescorpus
803,"Hyde, Robin,",,The godwits fly,1938,11575,chirandom | teamred,genrescorpus
804,"Du Maurier, Daphne,",,Rebecca,1938,11061,teamred | pbgothic | stew,genrescorpus
805,"Connington, J. J.",,Murder will speak,1938,11564,teamblack | chimyst | stew,genrescorpus
806,"Priestley, J. B.",,The doomsday men,1938,11584,teamred | chiscifi,genrescorpus
807,"Carr, John Dickson",,To wake the dead,1938,10543,det100 | teamblack,genrescorpus
808,"Burroughs, Edgar Rice,",,The lad and the lion,1938,10542,teamred | chiscifi,genrescorpus
809,"Freeman, R. Austin,",,The stoneware monkey,1939,11606,teamred | chimyst,genrescorpus
810,"Berkeley, Anthony,",,Death in the house,1939,11593,teamblack | chimyst,genrescorpus
811,"Allan, Ted,",,This time a better earth,1939,11592,chirandom | teamred,genrescorpus
812,"Stout, Rex,",,Mountain cat Murders,1939,10588,teamred | det100 | chimyst,genrescorpus
813,"Chandler, Raymond,",,The big sleep,1939,10889,hardboiled | det100 | teamblack | chimyst,genrescorpus
814,"Chandler, Raymond,",,Farewell My Lovely,1940,11101,det100 | teamblack | hardboiled | stew,genrescorpus
815,"Reilly, Helen,",,The dead can tell,1940,10622,teamred | chimyst | stew,genrescorpus
816,"Rawson, Clayton,",,The headless lady,1940,10621,teamred | chimyst | stew,genrescorpus
817,"Shute, Nevil,",,Landfall,1940,11664,chirandom | teamblack,genrescorpus
818,"Atkinson, Eleanor,",,Greyfriars Bobby,1940,10151,chirandom | teamred,genrescorpus
819,"Christie, Agatha,",,N or M?,1941,11675,chirandom | teamblack | chimyst,genrescorpus
820,"Merritt, Abraham,",,The metal monster,1941,10645,teamred | chiscifi | stew,genrescorpus
821,"Heyer, Georgette,",,Faro's daughter,1941,11681,chirandom | teamred,genrescorpus
822,"Lewis, C. S.",,The Screwtape letters,1942,11074,chirandom | chifantasy | teamblack,genrescorpus
823,"Knight, Eric,",,Sam Small flies again (Th,1942,11073,chirandom | teamblack,genrescorpus
824,"Merritt, Abraham,",,Burn: witch: burn!,1942,10679,teamred | chimyst | chiscifi | stew,genrescorpus
825,"Rinehart, Mary Roberts,",,The door,1942,10690,chirandom | teamred | chimyst,genrescorpus
826,"Eberhart, Mignon Good",,Wolf in man's clothing,1942,10661,det100 | teamblack | cozy,genrescorpus
827,"Gardner, Erle Stanley,",,The case of the empty tin,1942,10665,teamred | det100 | chimyst,genrescorpus
828,"Rice, Craig,",,The big midget murders,1942,10688,det100 | teamblack | chimyst,genrescorpus
829,"Marsh, Ngaio,",,A man lay dead,1942,11709,chirandom | teamblack | chimyst | cozy,genrescorpus
830,"Christie, Agatha,",,Five little pigs,1942,11703,chirandom | teamblack | chimyst | stew,genrescorpus
831,"Stapledon, Olaf,",,Darkness and the light,1942,11711,teamred | chiscifi,genrescorpus
832,"Marsh, Ngaio,",,Colour scheme,1943,11730,chirandom | teamred | chimyst,genrescorpus
833,"Wentworth, Patricia,",,Miss Silver deals with de,1943,11736,chirandom | teamred | chimyst,genrescorpus
834,"Green, Henry,",,Caught,1943,11724,chirandom | teamblack,genrescorpus
835,"Cain, James M.",,Double indemnity,1943,10700,hardboiled | chimyst | teamred,genrescorpus
836,"Queen, Ellery,",,There was an old woman,1943,10723,teamred | det100 | chimyst | cozy | stew,genrescorpus
837,"Burroughs, Edgar Rice,",,Land of terror,1944,10736,teamred | chifantasy | chiscifi,genrescorpus
838,"Brackett, Leigh,",,No good from a corpse,1944,10733,chirandom | teamred | chimyst,genrescorpus
839,"Hughes, Dorothy B.",,The delicate ape,1944,10746,chifantasy | teamblack | chimyst,genrescorpus
840,"Joyce, James,",,Stephen hero,1944,11081,chirandom | teamred,genrescorpus
841,"Walker, Mildred",,Winter wheat,1944,10761,chirandom | teamred,genrescorpus
842,"Lewis, C. S.",,That hideous strength,1945,11778,chifantasy | teamblack | chiscifi,genrescorpus
843,"Hughes, Dorothy B. 1904- ",,Dread journey,1945,10778,hardboiled | teamblack | chimyst,genrescorpus
844,"Halliday, Brett,",,Murder is my business,1945,10774,teamred | chimyst,genrescorpus
845,"Orwell, George,",,Animal farm,1945,11782,chiutopia | teamblack,genrescorpus
846,"Stein, Gertrude,",,Wars I have seen,1945,10793,chirandom | teamred,genrescorpus
847,"Armstrong, Charlotte,",,The innocent flower,1945,10765,teamred | chimyst,genrescorpus
848,"Koestler, Arthur,",,Thieves in the night,1946,11809,chirandom | teamblack,genrescorpus
849,"Forester, C. S.",,Lord Hornblower,1946,11803,chirandom | teamblack,genrescorpus
850,"Taine, John,",,The time stream,1946,10829,teamred | chiscifi | stew,genrescorpus
851,"Sherman, Harold M.",,The green man,1946,10827,teamblack | chiscifi | stew,genrescorpus
852,"Stout, Rex,",,The silent speaker,1946,10828,teamred | det100 | chimyst,genrescorpus
853,"Rand, Ayn,",,Anthem,1946,10181,teamred | chiscifi,genrescorpus
854,"Welty, Eudora,",,Delta Wedding,1946,10835,chirandom | teamblack,genrescorpus
855,"Wellman, Manly Wade,",,The solar invasion,1946,10834,teamred | chiscifi,genrescorpus
856,"Van Vogt, A. E. 1912-  (A",,Slan,1946,10832,teamblack | chiscifi | stew,genrescorpus
857,"Busch, Niven,",,Day of the conquerors,1946,10803,chirandom | teamblack,genrescorpus
858,"Cummings, Ray,",,The shadow girl,1946,10808,teamblack | chiscifi,genrescorpus
859,"Peake, Mervyn,",,Titus Groan,1946,PeakeTitusGroan1946,teamblack | pbgothic | stew,genrescorpus
860,"Fair, A. A.",,Crows can't count,1946,10814,teamred | det100 | chimyst,genrescorpus
861,"Heinlein, Robert A.",,Rocket ship Galileo,1947,10853,chirandom | teamred | chiscifi,genrescorpus
862,"Hartley, L. P.",,Eustace and Hilda,1947,11829,chirandom | teamblack,genrescorpus
863,"Blunden, Godfrey",,A Room on the Route,1947,10838,chirandom | teamblack,genrescorpus
864,"Robins, Denise,",,More than love,1947,11836,chirandom | teamred,genrescorpus
865,"Myers, John Myers,",,The wild Yazoo,1947,10862,chirandom | teamred,genrescorpus
866,"Van Vogt, A. E. 1912-2000",,The book of Ptath,1947,10877,teamred | chifantasy,genrescorpus
867,"Taine, John,",,The forbidden garden,1947,10874,teamred | chiscifi,genrescorpus
868,"Queen, Ellery,",,Ten days' wonder,1948,10911,chirandom | det100 | teamblack | chimyst | cozy | stew,genrescorpus
869,"Skinner, B. F.",,Walden Two,1948,10916,chirandom | chiutopia | teamblack,genrescorpus
870,"Wilder, Thornton,",,The ides of March,1948,10922,chirandom | teamred,genrescorpus
871,"Williamson, Jack,",,Darker than you think,1948,10923,chifantasy | teamblack | chihorror | chiscifi,genrescorpus
872,"Brown, Fredric,",,The dead ringer,1948,10883,teamred | chimyst,genrescorpus
873,"Derleth, August,",,Two stories by Derleth,1948,Derleth1948,teamred | pbgothic | chiscifi,genrescorpus
874,"Smith, E. E.",,Skylark three,1948,10917,teamred | chiscifi,genrescorpus
875,"Mitchell, Gladys,",,The Dancing Druids,1948,11860,teamblack | chimyst,genrescorpus
876,"Christie, Agatha,",,Crooked house,1949,11877,chirandom | teamred | chimyst,genrescorpus
877,"Ferrars, E. X,",,The March Hare murders,1949,11882,chirandom | teamred | chimyst,genrescorpus
878,"Orwell, George,",,Nineteen eighty-four,1949,11096,teamblack | chiscifi,genrescorpus
879,"Palmer, Stuart,",,Four lost ladies,1949,10954,chirandom | teamblack | chimyst,genrescorpus
880,"Myers, John Myers,",,Silverlock,1949,10951,teamred | chifantasy,genrescorpus
881,"Zagat, Arthur Leo,",,Seven out of time,1949,10968,teamblack | chiscifi,genrescorpus
882,"Stout, Rex,",,The second confession,1949,10962,teamred | det100 | chimyst,genrescorpus
883,"Wright, S. Fowler,",,The Amphibians,1949,11900,teamred | chiscifi,genrescorpus
884,"Wentworth, Patricia,",,The Catherine-wheel,1949,11896,chirandom | teamred,genrescorpus
885,"Howard, Robert E.",,Conan the conqueror,1950,10993,chifantasy | teamblack,genrescorpus
886,"Symons, Julian,",,The 31st of February,1950,11928,teamred | chimyst,genrescorpus
887,"Pragnell, Festus,",,The green man of Graypec,1950,11921,teamred | chifantasy,genrescorpus
888,"Stapledon, Olaf,",,A man divided,1950,11927,teamred | chiscifi,genrescorpus
889,"Wentworth, Patricia,",,Through the wall,1950,11932,chirandom | teamblack | chimyst,genrescorpus
890,"Phillips, Rog,",,Worlds within,1950,11004,teamred | chifantasy | chiscifi | stew,genrescorpus
891,"Seton, Anya,",,Foxfire,1950,11007,chirandom | teamblack,genrescorpus
892,"Lessing, Doris,",,The grass is singing,1950,11098,chirandom | teamred | chimyst | stew,genrescorpus
893,"Lewis, C. S.",,The lion: the witch and t,1950,11099,chifantasy | teamblack,genrescorpus
894,"Crispin, Edmund,",,Frequent hearses,1950,11907,teamblack | chimyst,genrescorpus
895,"Bentley, E. C.",,Elephant's work,1950,11903,chifantasy | teamblack,genrescorpus
896,"Castor, Henry,",,The year of the Spaniard,1950,10202,chirandom | teamred,genrescorpus
897,"Asimov, Isaac,",,I: robot,1950,10970,teamblack | chiscifi | stew,genrescorpus
898,"Fast, Howard,",,The proud and the free,1950,10986,chirandom | teamblack,genrescorpus
899,"Coxe, George Harmon,",,The frightened fiancÌ_åÀåÎÌÜåÎ_e,1950,10983,teamred | chimyst,genrescorpus
900,"Van Vogt, A. E. 1912-2000",,The house that stood stil,1950,11013,chirandom | teamblack | chiscifi,genrescorpus
901,"Wylie, Philip,",,The disappearance,1951,20041,teamred | chiscifi | stew,genrescorpus
902,"Spillane, Mickey,",,The big kill,1951,20032,hardboiled | chimyst | teamred,genrescorpus
903,"Davis, Dorothy Salisbury,",,A gentle murderer,1951,20008,teamblack | chimyst,genrescorpus
904,"Asimov, Isaac,",,Foundation,1951,20002,teamred | chiscifi,genrescorpus
905,"Merwin, Sam,",,The house of many worlds,1951,20026,chirandom | teamred | chiscifi,genrescorpus
906,"MacDonald, John D.",,Wine of the dreamers,1951,20021,teamblack | chiscifi | stew,genrescorpus
907,"Allingham, Margery,",,The tiger in the smoke,1952,23468,teamred | chimyst | cozy,genrescorpus
908,"Asimov, Isaac,",,Foundation and empire,1952,20044,chirandom | teamblack | chiscifi | stew,genrescorpus
909,"Brown, Fredric,",,Deep end,1952,20049,teamred | chimyst | stew,genrescorpus
910,"Jones, Raymond F.",,Son of the stars,1952,20065,teamblack | chiscifi,genrescorpus
911,"Spillane, Mickey,",,Kiss me: deadly,1952,20078,chirandom | hardboiled | teamblack | chimyst | stew,genrescorpus
912,"Vonnegut, Kurt,",,Player piano,1952,20079,chirandom | teamblack | chiscifi | stew,genrescorpus
913,"Powell, Richard,",,A shot in the dark,1952,20075,chirandom | teamblack | chimyst,genrescorpus
914,"Malamud, Bernard",,The natural,1952,20070,chirandom | teamblack,genrescorpus
915,"Lowndes, Robert W,",,Mystery of the third mine,1953,20106,teamred | chiscifi,genrescorpus
916,"Pangborn, Edgar,",,West of the sun,1953,20114,chirandom | teamblack | chiscifi | stew,genrescorpus
917,"Asimov, Isaac,",,Second foundation,1953,20083,chirandom | teamred | chiscifi | stew,genrescorpus
918,"Brown, Fredric,",,The lights in the sky are,1953,20089,chirandom | teamred | chiscifi | stew,genrescorpus
919,"Bradbury, Ray,",,Fahrenheit 451,1953,20088,teamblack | chiscifi | stew,genrescorpus
920,"Goudge, Elizabeth,",,The heart of the family,1953,23474,chirandom | teamred,genrescorpus
921,"Lasswell, Mary,",,Tooner Schooner,1953,20102,chirandom | teamred,genrescorpus
922,"Foote, Shelby,",,Jordan County,1954,20136,chirandom | teamred,genrescorpus
923,"Heinlein, Robert A.",,The star beast,1954,20139,teamblack | chiscifi | stew,genrescorpus
924,"Reilly, Helen,",,Tell her it's murder,1954,20162,teamblack | chimyst,genrescorpus
925,"Robbins, Harold,",,Never leave me,1954,20163,chirandom | teamblack,genrescorpus
926,"Del Rey, Lester,",,Step to the stars,1954,20133,teamblack | chiscifi,genrescorpus
927,"Matheson, Richard,",,I am legend,1954,20152,teamred | pbgothic | chihorror | chiscifi,genrescorpus
928,"Manfred, Frederick Feikem",,Lord Grizzly,1954,20151,chirandom | teamred,genrescorpus
929,"Crane, Frances,",,Death in lilac time,1955,20176,teamred | chimyst,genrescorpus
930,"McCarthy, Mary",,A charmed life,1955,20194,chirandom | teamred,genrescorpus
931,"Stout, Rex,",,Before midnight,1955,20205,teamred | chimyst,genrescorpus
932,"MacDonald, John D.",,You live once,1956,20240,chirandom | teamblack,genrescorpus
933,"Del Rey, Lester,",,Mission to the moon,1956,20222,teamblack | chiscifi,genrescorpus
934,"Heinlein, Robert A.",,Double star,1956,20233,chirandom | teamred | chiscifi,genrescorpus
935,"Coxe, George Harmon,",,Man on a rope,1956,20218,teamblack | chimyst,genrescorpus
936,"Crane, Frances,",,Horror on the Ruby X,1956,20219,teamblack | chimyst,genrescorpus
937,"Hoyle, Fred,",,The black cloud,1957,23487,teamblack | chiscifi,genrescorpus
938,"Malvern, Gladys,",,My lady: my love,1957,20290,chirandom | teamblack,genrescorpus
939,"Moore, C. L.",,Doomsday morning,1957,20293,teamred | chiscifi,genrescorpus
940,"Dick, Philip K,",,Eye in the sky,1957,20270,chirandom | teamblack | chiscifi,genrescorpus
941,"Taylor, Robert Lewis,",,The travels of Jaimie McP,1958,20350,chirandom | teamred,genrescorpus
942,"Updike, John,",,The poorhouse fair,1958,20352,chirandom | teamblack,genrescorpus
943,"MacInnes, Helen,",,North from Rome,1958,20335,chirandom | teamblack,genrescorpus
944,"Kirkland, Elithe Hamilton",,Love is a wild assault,1959,20380,chirandom | teamblack,genrescorpus
945,"Gardner, Erle Stanley,",,The case of the deadly to,1959,20371,teamred | det100 | chimyst,genrescorpus
946,"Gantz, Kenneth Franklin,",,Not in solitude,1959,20370,teamred | chiscifi,genrescorpus
947,"Heinlein, Robert A.",,Starship troopers,1959,20374,teamblack | chiscifi | stew,genrescorpus
948,"Himes, Chester B.",,The crazy kill,1959,21104,chirandom | hardboiled | chimyst | teamred,genrescorpus
949,"Bloch, Robert,",,Psycho,1959,BlochPsycho1959,teamblack | pbgothic,genrescorpus
950,"Jackson, Shirley,",,The Haunting of Hill House,1959,JacksonHillHouse1959,teamblack | pbgothic | stew,genrescorpus
951,"Nin, Anais,",,Children of the albatross,1959,20390,chirandom | teamred,genrescorpus
952,"Stout, Rex,",,Plot it yourself,1959,20393,teamred | chimyst,genrescorpus
953,"Sheckley, Robert,",,Store of infinity,1960,20427,teamblack | chiscifi,genrescorpus
954,"Sigal, Clancy,",,Weekend in Dinlock,1960,20428,chirandom | teamblack,genrescorpus
955,"MacInnes, Helen,",,Decision at Delphi,1960,20414,chirandom | teamblack,genrescorpus
956,"McBain, Ed,",,Give the boys a great big,1960,20417,teamblack | chimyst | stew,genrescorpus
957,"Vance, Jack,",,The man in the cage,1960,20433,teamred | chimyst,genrescorpus
958,"Robbins, Harold,",,The carpetbaggers,1961,20471,chirandom | teamred,genrescorpus
959,"Stout, Rex,",,The final deduction,1961,20474,chirandom | teamblack | chimyst,genrescorpus
960,"Galouye, Daniel F,",,Dark universe,1961,20450,teamred | chiscifi | stew,genrescorpus
961,"Garrett, Randall,",,Unwise child,1962,20496,teamred | chiscifi | stew,genrescorpus
962,"Burroughs, William S.",,The ticket that exploded,1962,20481,chirandom | teamblack,genrescorpus
963,"Bradbury, Ray,",,Something wicked this way,1962,20480,teamblack | chihorror | chiscifi,genrescorpus
964,"Clifton, Mark,",,When they come from space,1962,20485,teamblack | chiscifi,genrescorpus
965,"L'Engle, Madeleine,",,A wrinkle in time,1962,20505,chifantasy | teamblack | chiscifi,genrescorpus
966,"Huxley, Aldous,",,Island,1962,23507,chiutopia | chiscifi | teamred,genrescorpus
967,"Stout, Rex,",,Gambit,1962,20526,chirandom | teamblack | chimyst,genrescorpus
968,"Shannon, Dell,",,Extra kill,1962,20522,teamblack | chimyst,genrescorpus
969,"Kerouac, Jack,",,Visions of Gerard,1963,20544,chirandom | teamblack,genrescorpus
970,"Vonnegut, Kurt,",,Cat's Cradle,1963,20563,teamblack | chiscifi,genrescorpus
971,"Caldwell, Taylor,",,Grandmother and the pries,1963,20533,chirandom | teamblack,genrescorpus
972,"Fast, Howard,",,Agrippa's daughter,1964,20582,chirandom | teamblack,genrescorpus
973,"Snow, C. P.",,Corridors of power,1964,23514,chirandom | teamblack,genrescorpus
974,"Clement, Hal,",,Close to critical,1964,20573,teamblack | chiscifi,genrescorpus
975,"Burroughs, William S.",,Nova Express,1964,20572,teamblack | chiscifi,genrescorpus
976,"Kim, Richard E.",,The martyred,1964,20592,chirandom | teamred,genrescorpus
977,"Traver, Robert,",,Laughing whitefish,1965,20665,chirandom | teamblack,genrescorpus
978,"Ball, John Dudley,",,In the heat of the night,1965,20618,teamred | chimyst,genrescorpus
979,"Spencer, Elizabeth,",,The voice at the back doo,1965,20661,chirandom | teamblack,genrescorpus
980,"Allingham, Margery,",,The mind readers,1965,23516,teamblack | chimyst | stew,genrescorpus
981,"MacDonald, John D.",,A deadly shade of gold,1965,20642,chirandom | teamred | chimyst,genrescorpus
982,"Moore, Robin,",,The green berets,1965,20648,chirandom | teamblack,genrescorpus
983,"Nabokov, Vladimir Vladimi",,The eye,1965,20649,chirandom | teamred,genrescorpus
984,"Prather, Richard S,",,The meandering corpse,1965,20653,teamred | chimyst,genrescorpus
985,"Raphael, Rick,",,Code three,1965,20655,teamred | chiscifi | stew,genrescorpus
986,"Braithwaite, E. R.  (Edwa",,Choice of straws,1965,20620,chirandom | teamblack,genrescorpus
987,"Friedman, Sanford,",,Totempole,1965,20632,chirandom | teamblack,genrescorpus
988,"Pynchon, Thomas,",,The crying of lot 49,1966,20709,chirandom | teamblack,genrescorpus
989,"Dick, Philip K,",,Now wait for last year,1966,20684,chirandom | teamblack | chiscifi,genrescorpus
990,"Herbert, Frank,",,The eyes of Heisenberg,1966,20694,teamred | chiscifi,genrescorpus
991,"MacDonald, John D.",,Darker than amber,1966,20698,teamred | chimyst,genrescorpus
992,"Delany, Samuel R,",,Babel-17,1966,20683,teamred | chiscifi,genrescorpus
993,"Westlake, Donald E,",,The busy body,1966,20720,teamred | chimyst | stew,genrescorpus
994,"Zelazny, Roger,",,This immortal,1966,20723,chifantasy | teamblack | chiscifi,genrescorpus
995,"Capps, Benjamin,",,A woman of the people,1966,20677,chirandom | teamred,genrescorpus
996,"Asimov, Isaac,",,Fantastic voyage,1966,20673,teamred | chiscifi | stew,genrescorpus
997,"Alexander, Lloyd,",,The castle of Llyr,1966,20671,teamred | chifantasy,genrescorpus
998,"Schmitz, James H.",,The witches of Karres,1966,20712,teamred | chiscifi,genrescorpus
999,"Vance, Jack,",,The Pleasant Grove murder,1967,20767,teamblack | chimyst,genrescorpus
1000,"Fox, Paula,",,Poor George,1967,20737,chirandom | teamblack,genrescorpus
1001,"Braun, Lilian Jackson,",,The cat who ate Danish mo,1967,20727,chirandom | teamblack | chimyst,genrescorpus
1002,"Reed, Ishmael,",,The free-lance pallbearer,1967,20755,chifantasy | teamblack,genrescorpus
1003,"McNichols, Charles Longstreth,",,Crazy weather,1967,20750,chirandom | teamred,genrescorpus
1004,"Levin, Ira,",,Rosemary's baby,1967,20743,teamblack | pbgothic | chihorror | stew,genrescorpus
1005,"Ellin, Stanley,",,House of cards,1967,20734,teamblack | chimyst,genrescorpus
1006,"Oates, Joyce Carol,",,Expensive people,1968,20791,teamred | pbgothic | chihorror,genrescorpus
1007,"Chappell, Fred,",,Dagon,1968,20772,teamred | chihorror,genrescorpus
1008,"Peters, Elizabeth,",,The jackal's head,1968,20794,chirandom | teamblack,genrescorpus
1009,"Davis, Gwen,",,The pretenders,1969,20820,chirandom | teamred,genrescorpus
1010,"Macdonald, Ross,",,The goodbye look,1969,20833,teamred | chimyst,genrescorpus
1011,"Nabokov, Vladimir Vladimi",,Ada,1969,20837,chirandom | teamblack,genrescorpus
1012,"Dick, Philip K,",,Galactic pot-healer,1969,20821,teamred | chiscifi,genrescorpus
1013,"Nielsen, Helen,",,Darkest hour,1969,20839,teamred | chimyst | stew,genrescorpus
1014,"Du Maurier, Daphne,",,The house on the strand,1969,23531,chifantasy | teamblack,genrescorpus
1015,"Pentecost, Hugh,",,Girl watcher's funeral,1969,20842,chirandom | teamblack | chimyst | stew,genrescorpus
1016,"Davidson, Avram,",,The phoenix and the mirro,1969,20819,teamblack | chiscifi,genrescorpus
1017,"Stout, Rex,",,Death of a dude,1969,20855,teamred | chimyst,genrescorpus
1018,"Anderson, Poul,",,Tau zero,1970,20866,chirandom | teamblack | chiscifi,genrescorpus
1019,"Spillane, Mickey,",,Survival Zero,1970,20922,hardboiled | teamblack | chimyst | stew,genrescorpus
1020,"Silverberg, Robert,",,Downward to the earth,1970,20919,teamblack | chiscifi,genrescorpus
1021,"Brown, James Cooke,",,The Troika incident,1970,20871,chiutopia | teamblack,genrescorpus
1022,"Kurtz, Katherine,",,Deryni rising,1970,20898,chifantasy | teamblack | chiscifi,genrescorpus
1023,"L'Amour, Louis,",,Galloway,1970,20899,chirandom | teamred,genrescorpus
1024,"White, Patrick,",,The vivisector,1970,23537,chirandom | teamred,genrescorpus
